texts,class
ขอบคุณนะที่มาเป็นกำลังใจให้เค้าขอบคุณจริงที่สละเวลามาเชียร์เค้าเม้ามอยปาร์ตี้กัน,1
โลกสดใสทุกทีที่เจอะเจอกันความคิดถึงของฉันทำงานเสมอไม่เคยเบื่อสักทีที่เจอหน้าเธอโปรดรู้ไว้นะเธอคือคนสำคัญ,1
เก่งร้องเพลงดีมีเสน่ห์เอนเตอร์เทนเยี่ยมเป็นธรรมชาติต่างมีตัวตนที่แตกต่างแต่ลงตัวครบรส,1
เพื่อนเกาหลีลูกที่น่ารักมากอุตส่าห์รอทั้งที่เป็นวันสอบ,1
การให้ใจใครไปแล้วได้ใจกลับคืนมาเราควรเก็บและรักษาใจเหล่านั้นไว้อย่างดีจริงไหม,1
ไม่ว่าตอนนี้เธอจะอยู่ไหนรักของฉันจะส่งไปจนถึงเธอใต้แผ่นฟ้าแห่งนี้คงไม่ไกลกว่าใจจะพบกัน,1
เปิดร้านด้วยการเริ่มทำบุญสะสมไว้ค่ะสาธุๆบุญเคยสร้างร่วมกันสักวันก็ต้องกลับไปสร้างร่วมกันเช่นเคยเชื่อเสมอว่าไม่ใช่เหตุบังเอิญเเต่คือบุญที่เคยได้ทำไว้ขอให้ลูกทำมาหากินเจริญรุ่งเรืองยิ่งๆๆขึ้นไปคิดดีทำดีพูดดีในทุกๆวัน,1
เมื่อร่างไม่ไหวแต่ถ้าใจยังสู้ก้อต้องลุยต่อไปเปิดล้านกาแฟเปิดล้านนไลน์คิดดีทำดีพูดดีส่งต่อสิ่งดีๆในทุกๆเช้าวันนี้ขอไห้ตัวแทนขายดีทุกๆบ้านจ้า,1
ชอบเดือนธันวาคมที่สุดคือเดือนโปรดของเราเลยนะแทบจะชอบทุกอย่างของเดือนนี้ลมหนาวคริสต์มาสครบรอบแต่งงานของขวัญส่งท้ายปีเก่าเพื่อทิ้งบางอย่างและสู่การเริ่มต้นใหม่,1
คนอะไรไม่รู้ขนาดกลมเป็นหมูยังดูน่ารักใกล้ปีใหม่แล้วนับวันรอละน๊าาคริสต์มาส,1
เธอจะแข็งแกร่งขึ้นทั้งร่างกายและจิตใจอนิเมะอมตีนアニメอนิเมะ,1
ภาวนาขอให้รอยยิ้มและความสุขเดินทางไปกับฉันในทุกๆวัน,1
เมื่อเป็นความสุขจึงเห็นความสุขความสุขสุขอยู่ที่ใจสิ่งดีๆดีต่อใจ,1
ชีวิตนี้ไม่มีคำว่าสายเกินไปสำหรับการเริ่มต้นสิ่งดีๆให้กับตัวเอง,1
ส่งมอบค่ะพี่คนนี้มีแต่ให้สิ่งดีๆของแต่ละคนอาจมาในรูปแบบต่างๆขอให้เป็นคนดีคิดดีประพฤติดี,1
หลายครั้งสิ่งดีๆมักจะมาจากสิ่งที่เรามองข้ามลองมองรอบๆตัวสิค่ะวันนี้อาจจะมีอะไรดีๆรอคุณอยู่ก็ได้,1
ในแต่ล่ะวันอาจไม่ใช่วันที่ดีแต่มันก็มีสิ่งดีๆได้ในทุกวัน,1
เชื่อเถอะสิ่งดีๆจะมาหาเราในเวลาที่เหมาะสมจงอดทนไว้นั่งสวยๆรอไป,1
หลายครั้งสิ่งดีๆมักจะมาจากสิ่งที่เรามองข้ามลองมองรอบๆตัวสิวันนี้อาจจะมีอะไรดีๆรอคุณอยู่ก็ได้,1
อากาศเย็นๆก็ต้องจิบกาแฟร้อนๆอะเครวันดีๆสิ่งดีๆ,1
ความสุขไม่ได้อยู่ที่ใครแต่ความสุขอยู่ที่ใจของผู้ที่รู้สึกดีได้เสมอความสุขสุขอยู่ที่ใจสิ่งดีๆดีต่อใจ,1
ชีวิตนี้ไม่มีคำว่าสายเกินไปสำหรับการเริ่มต้นใหม่กับสิ่งดีๆแรงบันดาลใจสิ่งดีๆสิ่งดีๆที่อยากบอกต่อ,1
ขอบคุณป้าป๊อปกับพ่อลุงหมีของฝากจากเมือวชุมพรฝนตกๆกินของฝากวนไปจ้าขอให้เฮงๆรวยๆสุดปังทำอะไรก็กล้วยๆประสบความสำเร็จสุขภาพแข็งแรงมีความสุขทั้งครอบครัวนะคะความสุขสุขอยู่ที่ใจสิ่งดีๆดีต่อใจ,1
เดือนสุดท้ายของปีแล้วอ้าแขนรอรับสิ่งใหม่สิ่งดีๆ,1
ในแต่ละวันอาจจะไม่ใช่วันที่ดีที่สุดแต่มันก็มีสิ่งดีๆในทุกวัน,1
ศรัทธาในตัวเองรักในตัวเองให้อภัยในตัวเองแล้วก็ให้โอกาสกับตัวเราเองเพราะว่าสิ่งดีๆเกิดขึ้นด้วยตัวเราเองนะค่ะ,1
ไม่ว่าโลกจะหมุนไปกี่องศาก็ไม่มีอะไรต้องกลัวเพียงแค่เราปรับความคิดและเปลี่ยนระดับการมองในทุกๆองศาก็จะมีบางแง่มุมที่ทำให้ชีวิตมีความสุขขอบคุณเรื่องร้ายๆที่เข้ามาทำให้เราแข็งแกร่งขึ้นขอบคุณคัยคนนึงที่คอยให้กำลังใจและเป็นห่วงกันเสมอมาถูกต้องถูกที่ถูกเวลาสิ่งดีๆ,1
สิ่งดีๆมันจะหาเราในเวลาที่เหมาะสมอดทนเข้าใจ,1
สิ่งดีๆในชีวิตก็เก็บไว้คิดเป็นกำลังใจสิ่งร้ายๆที่มันผ่านไปก็จดจำไว้เป็นบทเรียน,1
กว่าเราจะมีโอกาสได้เจอกันคนดีๆมักจะนำพาแต่สิ่งดีๆมาให้กันขอบคุณทุกท่านนะคะที่ให้โอกาสบ้านปันสุขเนอร์สซิ่งโฮมเราพร้อมปันสุขให้ทุกๆวันนะคะ,1
ทำความดีก็ได้สิ่งดีๆกลับมาขอขอบคุณผู้ใหญ่ใจดีครับ,1
ความลับของความสำเร็จคือต้องเรียนรู้และลงมือทำพลังบวกคิดบวกความสำเร็จสิ่งดีๆมอร์นิ่งค่ะทุกคน,1
สิ่งดีๆมีได้ทุกๆวันขอบคุณเพื่อนพี่และน้องที่ร่วมอวยพรให้ในวันนี้ทั้งสุขทั้งเฮงและรวยแถมแข็งแรงขอให้เกิดกับทุกๆท่านเช่นกันความสุขนี้ที่ต้องจดจำ,1
สิ่งดีๆจะเข้ามาหาเราในเวลาที่เหมาะสมอดทนไว้้้จากนี้ไปจะพบแต่เรื่องราวที่ดีสิ่งดีๆจะมาหาเราในเวลาที่เหมาะสมใจบางมุม,1
สิ่งดีๆมันจะหาเราในเวลาที่เหมาะสมอดทนเข้าไว้แสงแรกหมายถึงชีวิตต้องสู้ต่อตราบใดที่ตื่นมาพบเจอแสงในยามเช้าตราบนั้นชีวิตต้องไม่สิ้นหวัง,1
ทำไมหน้าใสขึ้นมีความรักหรือเปล่าไม่เกี่ยวกับความรักหรอกคะอยู่ที่เราดูแลตัวเองมากกว่าถ้าเราดูดีขึ้นสิ่งดีๆคนดีๆก็จะเข้ามาหาเราเองถูกป่ะมาดูแลตัวเองกันเถอะ,1
สิ่งดีๆที่เรียกว่าใช่หนักบ้อที่รักอดเอา,1
เวลาก็เดินไวปีแล้วดูแล้วก็นึกถึงความทรงจำเก่าๆสิ่งดีๆปี,1
ไม่แปลกใจทำไมยาคูลท์ถึงยืนได้ถึงทุกวันนี้มีความเป็นธรรมชาติความคิดสร้างสรรค์ทัศนคติดีเป็นตัวเองสุดยอดไปเลยผลงานจิตวิญญาณผลงานชีวิตสิ่งดีๆปีคือที่สุดอ่ะสวยงาม,1
อรุณสวัสดิ์ครับทุกท่านเขาหินซ้อนใบลายสิ่งดีๆเรามีให้ลูกค้าตลอดเวลา,1
ไม่มีความบังเอิญในทุกๆเรื่องสิ่งดีๆเปิดล้ๅนรับทรัพย์คับ,1
จงเปิดประตูต้อนรับความสุขและปิดประตูใส่หน้าความทุกข์ซะเปิดประตูต้อนรับความสุขโลกภายในจิตวิญญาณสิ่งดีๆดีต่อใจ,1
วันนี้เป็นวันดีขอให้พบขอให้เจอคนดีๆและสิ่งดีๆในทุกๆวัน,1
สิ่งดีๆมันจะหาเราในเวลาที่เหมาะสมอดทนเข้าไว้นานๆออกจากบ้านคำว่ารูปเดียวหมดสิทธิ์,1
วันนี้วันพระทำบุญใสบาตรกันจ้าด้วยกุศลผลบุญที่ทำมาขอให้นำพาสิ่งดีๆเข้ามาในชีวิตครอบครัวด้วยเทอญสาธุๆค่ะ,1
สิ่งดีๆมันอยู่ที่ความพอใจหากยังไม่มีความพอใจต่อให้เจอสิ่งที่ดีแค่ไหนเราก็มองข้ามไปอยู่ดีก๋วยจั๊บยกล้อ,1
ความสุขไม่ได้อยู่ที่ใครแต่ความสุขอยู่ที่ใจของผู้ที่รู้สึกดีได้เสมอในเหตุการณ์ความสุขสุขอยู่ที่ใจสิ่งดีๆดีต่อใจ,1
พุทโธนะโมพุทธายะศรัทธาอยู่ที่จิตศักดิ์สิทธิ์อยู่ที่ใจชีวิตที่ดีเกิดจากจิตที่ดีมีความสุขในทุกวัน,1
เรื่องที่จะทำไห้ชีวิตดีขึ้นมันไม่ใช่เรื่องยากหรือง่ายแต่มันเป็นเรื่องที่คุณจะทำหรือไม่ทำชีวิตที่ดีมันต้องทำดีสะสมวันละนิดทำไปนานๆมันจะดีเองชีวิตที่ดีไม่สามารถทำได้ในวันเดียว,1
คุณอยากดูแลมันบ้างใหมสุขภาพสุขภาพนั้นก็คือตัวคุณสุขภาพที่ดีชีวิตที่ดี,1
ชีวิตที่ดีไม่จำเป็นต้องมีทุกอย่างแค่มีใครบางคนยืนอยู่ข้างๆอะไรบางอย่างก็ไม่จำเป็น,1
บ้านสวนทุเรียนชีวิตที่ดีไม่ใช่ปริมาณเงินที่มีหรือประมาณของที่มีชีวิตที่ดีคือปริมาณความสุขที่เรามีต่างหาก,1
ชีวิตที่ดีไม่ได้มีแต่ความสุขเสมอไปแต่เป็นชีวิตที่แข็งแรงมากพอที่จะพ้นผ่านเรื่องยากๆและเรื่องที่กระทบต่อจิตใจถึงแม้จะชนอุปสรรคจนล้มลงแต่ก็ลุกขึ้นใหม่ได้เร็วเวลาเจอเรื่องแย่ๆอย่ามองว่าชีวิตนี้มันแย่ไปซะหมดเราไม่สามารถเปลี่ยนแปลงสิ่งอื่นให้ถูกใจได้แต่เราเปลี่ยนทัศนคติให้คิดแบบมีความสุขได้เสมอ,1
สิ่งไหนเป็นเรื่องดีก็เก็บไว้เป็นกำลังใจสิ่งไหนที่ร้ายๆก็จดจำไว้เป็นบทเรียนชีวิตที่ดีต้องรู้จักที่จะเรียนรู้และยอมรับความจริงให้ได้พี่ปั๊บ,1
ชีวิตที่ดีคือชีวิตที่ทำให้คุณมีความสุขและทำให้คุณยิ้มได้ตลอดเวลามาดามเปิดบ้านรับพันล้านค้ารวยๆยอดล้นทุกบ้านจ้า,1
ชีวิตที่ดีไม่ได้หมายถึงชีวิตที่ยืนยาวแต่หมายถึงชีวิตที่ตั้งมั้นในธรรมประกอบคุณงามความดีถึงพร้อมด้วยประโยชน์ตนและประโยชน์ท่านหรืออยู่อย่างไม่ประมาท,1
ชีวิตที่ดีไม่จำเป็นต้องมีพร้อมทุกอย่างมีก็ทุกข์ไม่มีก็ทุกข์,1
ชีวิตที่ดีบางทีก็ปลอมไม่มีลูกจ้างจ้างตัวเองทำงาน,1
ชีวิตที่ดีไม่ต้องมีทุกอย่างแค่ทุกอย่างที่มีทำให้เรามีความสุขก้อพอ,1
ชีวิตที่ดีไม่จำเป็นต้องมีทุกอย่างแค่มีใครบางคนยืนอยู่ข้างๆอะไรบางอย่างก็ไม่จำเป็นวันอาทิตสุดแสนชิวๆ,1
จงรักในสิ่งที่มีและสร้างชีวิตที่ดีจากสิ่งที่อยู่รอบตัวเราดีกว่า,1
ชีวิตที่ดีไม่ใช่ชีวิตที่มีทุกอย่างแล้วโอเคแต่เป็นชีวิตที่โอเคในทุกอย่างที่มีต่างหากยอมรับชื่นชมและเห็นคุณค่าในสิ่งที่มีเพียงเท่านี้ชีวิตจะมีแต่เรื่องดีๆตลอดชีพและตลอดไปสวัสดีตอนเช้าค่ะ,1
ชีวิตคู่ไม่ได้อยู่แค่วันสองวันแต่เราจะอยู่ด้วยกันตลอดชีวิต,1
คู่ชีวิตไม่ต้องดีที่สุดแต่ขอเข้าใจกันก็พ,1
บางทีคุณไม่ได้ต้องการคู่คนหน้าตาดีมีฐานะร่ำรวยมีหน้ามีตาต่อสังคมคุณแค่ต้องการคนที่พร้อมจะดูแลคุณสนับสนุนให้กำลังใจผลัดกันรับผลัดกันให้อยู่แล้วสบายใจพร้อมจะทุกข์จะสุขไปด้วยกันแค่นั้นแหละชีวิตคู่,1
เมื่อเราบอกว่าไม่สบายแฟนออกโอมารับแล้วไม่ได้บอกเราก่อนเลยทั้งๆที่เราเอารถมาเองมาช่วยปิดร้านพามาซื้อน้ำเต้าหู้เพราะอยากให้เรากินอะไรอุ่นๆความใส่ใจเล็กๆน้อยๆนี่แหละสำคัญเลยชีวิตคู่นายก๋วยเตี๋ยว,1
อนาคตไม่แน่นอนแต่ปัจจุบันเรายังมีกันทะเลาะกันบ้างเบื่อกันก็บ่อยง้อกันรักกันนี่แหละรสชาติของชีวิตคู่,1
สิ้นสุดการเดินทางของชีวิตคู่เริ่มต้นสู่เส้นทางเดินใหม่,1
กาลเวลาทำให้ทุกอย่างเปลี่ยนแปลงต้องเปลี่ยนอีกครั้งแต่ทุกครั้งที่เปลี่ยนต้องดีกว่าเดิมเสมอคิดดีทำดีพูดดีมีจิตใจที่ดีส่งผลดีๆชีวีมีสุขไม่ทุกข์ใจรอบนี้พี่ชายจัดให้อดีตมีเพื่อจดจำอนาคตสำคัญที่สุดพ่อแม่ต้องสบายทุกคนที่บ้านต้องมีความสุข,1
จะสุขหรือทุกข์อยู่ที่ตัวเราไม่โทษคนรอบตัวทำเหตุดีผลที่ได้ก็ดีถ้าปัจจุบันทำดีแล้วผลที่ได้ก็ยังทุกข์ก็เพราะเหตุที่ทำไว้ในอดีตชาติจะปีใหม่แล้วยิ้มเข้าไว้นะคะคิดดีทำดีพูดดีหนีทุกข์พ้นทุกข์ทั้งปวงค่ะ,1
สิ่งดีๆในชีวิตเช้าๆอากาศดีโนเนมคิดถึงแม่จึงร้องเรียกให้ออกมานั่งใกล้ๆบิวตี้หลบซ่อนตัวในท่อกลมๆเดินหาไม่เจอจนช่วงสายจึงโผล่หน้าออกมาฉันป้อนอาหารบิวตี้ดีใจที่เริ่มกินอาหารได้มากขึ้นพอออกไปทำงานเจอนกหาปลาในทุ่งนาจอดรถถ่ายรูปนิดหนึ่งชาวบ้านแถวนั้นมองๆฉันฉันก็อายคนนั่นแหละพอถ่ายรูปเสร็จก็รีบขับรถไปไม่อยากให้เขาเดินมาคุยมาถามเติมพลังบวกให้ตัวเองจากสิ่งละอันพันละน้อยไม่มีใครทำให้เราสุขได้ตลอดเวลาทุกข์ก็เช่นกันเดี๋ยวมันก็ผ่านไปเราต้องรักและดูแลตัวเอง,1
ตัดผมบริจาคจากนางฟ้าแด่คุณวันใหม่สุขใจผู้ให้ขอให้ผู้รับมีสุขภาพแข็งแรงสิ่งดีๆในชีวิตสุขสมหวังทุกประการ,1
สิ่งดีๆในชีวิตมาจากความคิดที่เรากำหนดว่าแต่ว่าหนาวปีนี้สิกอดไผแล้วหนาวปีได๋จะสิกอดเจ้าอ้ายเอ้ยเพ้อมันคืออาการข้างเคียงหลังฉีดวัคซีนใช่มั้ยคะหมอ,1
ปีแล้วนะกับชีวิตข้าราชการครูนี่ก็นึกว่าใกล้จะเกษียณแล้วซะอีกเหนื่อยเหมือนกันนะไม่ซิเหนื่อยมากแต่ก็ภูมิใจขอบคุณทุกแรงบันดาลใจทุกกำลังใจและมิตรภาพดีๆที่ผ่านมานะคะสู้ต่อไปในปีที่ค่ะสิ่งดีๆในชีวิตวันดีๆของฉัน,1
สิ่งดีๆในชีวิตก็เก็บไว้คิดเป็นกำลังใจสิ่งร้ายๆที่ผ่านไปก็จดจำไว้เป็นบทเรียนสวัสดีธรรมะในวันพระท่านทั้งหลายอาตมภาพก็ขออนุโมทนาบุญด้วยขอให้บุญรักษาเทวดาคุ้มครองพระรัตนตรัยปกป้องและมีแต่สิ่งดีๆเข้ามาในชีวิตสุขภาพแข็งแรงโรคภัยจงอย่าแผ้วพานท่านและครอบครัวให้มีความร่มเย็นให้ร่ำรวยเงินทองและทรัพย์สินให้สูงส่งด้วยบารมีพรใดล่ำพรใดเลิศพรใดประเสริฐขอจงบังเกิดแก่ท่านและครอบครัว,1
วันเกิดปีนี้ขอให้ตัวเองและครอบครัวมีแต่ความสุขด้วยเถิดสาธุสิ่งดีๆเข้ามาสิ่งร้ายๆจงออกไปไกล้เข้าเบญจเพศแล้วก็จะพยายามดูแลตัวเองดีๆขอบคุณทุกคำอวยพรด้วยนะครับ,1
ป๊าดเจบหนักขนาดจำอายุตัวเก่าบ่ได้บึดกะฉลองเลขบ่ได้กะฉลองวันเกิดกะได้เนาะ,1
หนึ่งคำถามของเจ๊จ๋าถามด้วยสีหน้ากังวล,1
แม่ขาถ้าแม่แก่แล้วเด้กจะอยุ่ยังไงคำพูดหนึ่งประโยคของเจ๊จ๋าแม่ขาถ้าแม่แก่เดี่ยวจ๊ะจ๋าจะไปทำงานเองแล้วให้จีจร้ายุบ้านอ้่าวทำไมให้จร้ายุบ้านหละจีจร้าจะได้ยุเปนเพื่อนแม่ไงแม่ไม่ต้องยุบ้านคนเดียวโตขึ้นไปเปนเด้กดีนะลูกนะเราจะพูดกันแต่สิ่งๆดีๆต่อจากนี้เราจะไม่มีคำพูดร้ายในบ้านและจะไม่ให้ใครมาใช่คำร้ายๆให้หนูได้ยินอักแล้วบันทึกไว้เปนความทรงจำสิ่งดีๆกำลังใจของแม่จะลำบากจะเหนื่อยแค่ไหนเราจะไม่มีวันแยกจากกัน,1
สุขสันต์วันคล้ายวันเกิดนะคะคนงามของแม่ลูกจงพรั่งพร้อมบริบรูณ์และเป็นผู้ที่เกิดมามีพลังทรัพย์มากมายโชคดีในทุกทุกด้านนะคะลูกสาวครอบครัวปันสุขพลเมืองปันสุขพูดดีคิดดีทำดีตลอดไปนะคะลงวันที่ธันวาคม,1
พลังงานบวกคือความเพียรความเมตตาความเอาใจใส่ความปรารถนาดีความมุ่งมั่นความกตัญญูความรักอย่างไม่มีเงื่อนไขความใจกว้างพลังงานลบคือความกระสันความกลัวความสะใจความน้อยใจความโลภความโกรธความตระหนี่ความอยากเอาชนะการประชดประชันขอให้ทุกๆคนจงมีแต่พลังงานบวกในทุกๆวันครับคิดดีพูดดีทำดีรู้จักให้อภัยมีน้ำใจต่อกันขอให้สิ่งศักดิ์สิทธิ์คุ้มครองทุกท่านตลอดไปคับ,1
พูดดีคิดดีทำดียินดีกับพี่ชายพี่อู๊ดว่าที่นายกอบตหัวเตยด้วยคะเมื่อได้รับโอกาสก็ตั้งใจทำงานให้เต็มที่พัฒนาบ้านเกิดต่อไป,1
วุ้นวุ้นอวยพรวันเกิดวินวินบอกว่าให้พี่รวยๆจะได้เลี้ยงน้องคิดดีพูดดีคิดได้ไง,1
สายมูมาแล้วคิดดีทำดีพูดดีจะพบเจอแต่สิ่งดีๆ,1
สีแดงรับทรัพย์ขอบคุณวันนี้มีแต่เรื่องราวดีๆงวดก่อนงวดนี้งวดหน้าอะไรดีน๊างวดหน้าถูกอีกสิเป็นปอบบ่มาแต่ตัวอั้นไปกดติดตามเพครูแอร์น้ำจิ้มหมูกระทะนะคะมาตัวเดียวทุกงวดก่อนวัน,1
เริ่มต้นชีวิตใหม่ในทุกๆวันด้วยการเป็นคนดีคิดดีพูดดีทำดีอยู่ท่ามกลางคนดีๆในสถานที่ดีอากาศหนาวมาเยือนนิ้วล๊อคหรือเหน็บชาทำตามนี้นะเจ้าเจ้า,1
ว้าววยจังนะตัวเราความสุขจะเบ่งบานมาจากจิตใจที่งดงามคิดดีพูดดีแล้วสิ่งดีๆๆก็จะตามมาüö,1
ไกล้ปีใหม่แล้วเราจะไม่โกรธใครเราจะไม่ว่าใครแม้คนคนนั้นจะพูดให้เราเคืองใจก็ตามคิดดีทำดีพูดดีไม่นานคงนิพพานแล้วละเรารู้สึกผ่อนคลาย,1
ใช้ก็หมดไม่ใช้ก็หมดคือเวลา,1
จงใช้ชีวิตให้มีความสุขกับเวลาที่เหลืออยู่คิดดีพูดดีทำดีขอบคุณรูปภาพสวยๆด้วยครัชทั้งทางแชทและเฟสบุ้ควัสไซ,1
จะแต่งตัวลุคไหนก้อไม่น่าภูมิใจเท่าลกจากที่นอนได้แล้วเปิดล้านกาแฟเปิดล้านนไลน์คิดดีทำดีพูดดีสิ่งดีๆเข้ามาในชีวิตวันนี้ขอไห้ตัวแทนขายดีทุกๆบ้านจ้า,1
เชื่อในความดีคิดดีพูดดีทำดีทุกอย่างก็จะออกมาดีทำไปตามกำลังที่มีไม่ต้องไปแข่งกับใครไม่ต้องไปอวดใครแข่งอะไรก็แข่งได้แต่แข่งบุญแข่งวาสนากันมันไม่ได้แข่งที่การทำความดีดีกว่าตายไปคนยังจดจำและพูดถึงในความดีทำชั่วตายไปคนก็พลอยกร่นด่าไม่เหลือความดีให้รำลึกและพูดถึงมะเขือเทศน์,1
ไม่ใช่แค่เล่นแต่ผมมีความรักความศัทธาในหลวงปู่ด้วย,1
คิดดีทำดีพูดดีรู้จักอ่อนน่อมถ่อมตัวยังรับเข้าอยู่ตลอดๆนะคับวันนี้มาไกลหน่อยขยันซื่อสัตว์ประหยัดอดทนทำอะไรอย่าเกินตัว,1
สิ่งดีๆความสมหวังโชคลาภที่เรากำลังเผชิญด้วยแรงอธิษฐานทรงพลัคิดดีพูดดีทำดีชีวิตดี,1
ถูกหวยอ่ะในอนาคตอีกไม่กี่ชมพูดดีพูดซ้อมๆไว้ก่อน,1
ในวันคล้ายวันเกิดปีของลูกพ่อขอให้ลูกสาวพ่อมีความสุขสุขภาพแข็งแรงประสบความสำเร็จในการเรียนที่สำคัญคือเป็นคนดีคิดดีพูดดีทำดีและเอาตัวรอดในสังคมยุคปัจจุบันให้ได้ต้องช่วยเหลือสังคมตามกำลังที่มีรักมากที่พ่อดุพ่อว่าไม่ใช่ไม่รักแต่นั่นเพราะรักมากแก้วตาดวงใจ,1
ทุกเช้าที่ตื่นลืมตาให้ตระหนักรู้าเราต่างมีเวลาน้อยลงอีกหนึ่งวันสิ่งใดเป็นกุศลให้รีบทำสิ่งใดเป็นอกุศล✂️ให้รีบทิ้งคำสอนแม่ชีศันสนีย์ชีวิตสั้นทำดีกับคนที่รักคิดดีพูดดีทำดีไร่ส้มธิดาเชียงรายโชว์ความอวบของขา🎶,1
อยากขึ้นรถไฟไห้ไปชาญชราไม่ไช่มีวยืนเก๊กท่าที่สนามบินเปิดล้านกาแฟเปิดล้านนไลน์คิดดีทำดีพูดดีสิ่งดีๆเข้ามาในขีวิตวันนี้ขอไห้ตัวแทนขายดีทุกๆบ้านจ้า,1
ไม่มีคำคมไหนปลุกใจได้ดีเท่ากับคำว่าตื่นๆแล้วลุกขึ้นมาลงมือเปิดล้านกาแฟเปิดล้านนไลน์คิดดีทำดีพูดดีสิ่งดีๆเข้ามาในชีวิตวันนี้ขอไห้ตัวแทนขายดีทุกๆบ้านจ้า,1
มาเด้อขวัญเอ้ยมากุ้มมาเหลี่ยมมาเทียมให้เห็นให้แจ้งคักซะสาธุเด้อคุณพ่อคุณแม่คุณครูบาอาจารย์รักสมรักษาผู่ข่าเด้อคิดดีทำดีพูดดี,1
แคปชั่นทำบุญคิดไม่ทันเข้าวัดทำบุญก่อนละกันง่ายดีพูดดีคิดดีทำดีเดี๋ยวสิ่งดีๆก็ตามมาเอง,1
อย่าสนใจว่าเริ่มตอนอายุเท่าไหร่ไห้สนใจตอนที่เริ่มแล้วอย่าหยุดทำเปิดล้านกาแฟเปิดล้านนไลน์คิดดีทำดีพูดดีสิ่งดีๆเข้ามาในชีวิตวันนี้ขอไห้ตัวแทนขายดีทุกๆบ้านจ้า,1
ไม่อินกับคนที่เข้ามาในตอนเรามีความสุขเราอินกับคนที่เข้ามาหาเราตอนเรามีความทุกข์เปิดล้านกาแฟเปิดล้านนไลน์คิดดีทำดีพูดดีสิ่งดีๆเข้ามาในชีวิตวันนี้ขอไห้ตัวแทนขายดีทุกๆบ้านจ้า,1
ท้อมีไว้ไห้ลิงถือเป็นคนอย่ามัวท้อเดินต่อถึงจะล้มบ้างก้อต้องเดินต่อไปไห้ได้เปิดล้านกาแฟเปิดล้านนไลน์เปิดรับคัวแทนคิดดีทำดีพูดดีสิ่งดีๆเข้ามาในชีวิตวันนี้ขอไห้ตัวแทนขายดีทุกๆบ้านจ้า,1
นักเรียนขี้อายนั่งหลังห้องนายพรเทพนามภูมีชั้นมวันนี้ออกมาพูดแนะนำหนังสือเล่มโปรดประวัติศาสตร์ยุโรปหน้าชั้นเรียนได้น่าชื่นชมถึงแม้จะออกอาการตื่นเต้นมากแต่พรเทพมีความตั้งใจที่จะนำเสนอเรื่องราวหนังสือที่เป็นเล่มโปรดของตัวเองให้เพื่อนๆรับรู้ครูเห็นความพยายามของหนูแล้วชื่นชมและชื่นใจในอนาคตหนูจะเป็นนักพูดที่พูดดีพูดเก่งแน่นอนค่ะ,1
เค้าจะรักหรือไม่รักไม่ใช่สิ่งที่ต้องคนหาแต่สิ่งที่ตามมาคือวันนึงเค้าคงเห็นสิ่งดีๆในตัวเราเมื่อเราไม่อยู่แล้วคิดดีทำดีพูดดีเพื่อคนที่คุณรักที่เค้าไม่เคยรักอย่าหยุดทำ,1
เราไม่อาจจะอยู่ค้ำฟ้าไม่มีเวลาถอยหลังให้รู้ล่วงหน้าอะไรที่ทำแล้วมีความสุขไม่เดือดร้อนตัวเองและผู้อื่นก็ทำไปเถอะอย่ามัวกลุ้มใจกับอดีตอย่ามัวกังวลอนาคตจนเสียปัจจุบันอย่าทะเลาะกับใครมันเสียเวลาชีวิตพูดดีทำดีกับทุกคนโดยเฉพาะกับคนใกล้ตัวมีอะไรที่ต้องทำแต่ยังไม่ได้ทำทำวันนี้เลยจะได้ไม่เสียดายให้อภัยทุกอย่างทั้งคนอื่นและตัวเราเองขอบคุณวันนี้ที่เรายังมีชีวิตอยู่,1
เคืองตาไม่ต้องมัวไปส่องใครส่องใจตัวเองพอคิดดีจริงป่ะพูดดีจริงป่ะทำดีจริงป่ะใครทำอะไรไว้ก็ขอให้เป็นสุขเป็นสุขตามที่ตัวเองกระทำพูดในที่ลับใครได้ยินคนนั้นก็รับไปพูดในที่แจ้งก็รับทั้งผู้พูดและผู้ฟังอ่ะนะ,1
วันเวลาผ่านไปในแต่ละวันมันช่างรวดเร็วเหลือเกินคิดอยากจะทำอะไรก็รีบทำซะคิดดีทำดีพูดดีทำบุญทำทานสะสมบุญไม่รู้ว่าพรุ่งนี้เราจะได้ตื่นขึ้นมาไหมไม่มีใครรู้,1
กรรมเป็นสิ่งที่มีอยู่จริงถ้ายังไม่ได้สัมผัสกรรมนั้นด้วยตัวเองมักจะมองไม่เห็นคิดดีพูดดีทำดีมองแต่สิ่งดีๆสาธุในบุญที่ทุกท่านในสามแดนโลกธาตุได้สร้างขึ้นด้วยทุกประการนะคะ,1
